seg	lat	lon	eleGPX	ele	eleShift	wind	grade	dist	radius	course	pTarget	pRider	pBrake	vMax	vTarget	vEntry	vExit	segTime	cumTime	cumDist	calcPath	calcSteps
693	38.082239	-5.622309	637.25	637.71	0.46	3.82	2.35	9.02	31	112	134	0	0	80.00	10.44	20.98	17.43	1.69	1.805	29.392	20	3
694	38.082208	-5.622214	637.25	637.92	0.67	6.41	3.78	101.76	0	130	145	141	0	80.00	7.45	17.43	7.45	45.03	1.805	29.401	24	6
695	38.081621	-5.621324	645.50	641.76	-3.74	5.46	1.92	72.58	0	123	137	140	0	80.00	9.83	7.45	9.83	26.97	1.818	29.502	14	2
696	38.081264	-5.620631	644.50	643.15	-1.35	3.94	-0.25	31.01	0	113	118	148	0	80.00	15.09	9.83	14.90	8.62	1.825	29.575	1	3
697	38.081154	-5.620306	643.75	643.08	-0.67	3.93	-0.25	31.95	0	113	118	115	0	80.00	15.11	14.90	14.90	7.72	1.827	29.606	4	0
698	38.081041	-5.619971	643.00	643.00	0.00	4.97	-1.25	59.85	0	120	113	120	0	48.83	15.76	14.90	15.76	13.75	1.830	29.638	14	1
699	38.080773	-5.619379	642.25	642.25	0.00	7.48	-0.41	23.14	79	138	124	105	0	38.76	10.63	15.76	11.70	6.29	1.833	29.698	2	3
700	38.080617	-5.619204	642.50	642.15	-0.35	8.94	-0.41	34.13	0	153	124	116	0	80.00	8.96	11.70	8.96	13.00	1.835	29.721	24	2
701	38.080342	-5.619030	643.75	642.01	-1.74	6.47	-0.41	41.18	0	130	124	135	0	80.00	11.97	8.96	11.97	12.91	1.839	29.755	14	2
702	38.080102	-5.618672	641.25	641.84	0.59	4.90	-0.41	29.89	0	119	123	143	0	41.27	14.28	11.97	14.28	7.91	1.842	29.796	14	2
703	38.079970	-5.618375	638.25	641.72	3.47	5.73	-0.41	17.23	57	125	124	105	0	32.85	13.03	14.28	13.08	4.54	1.845	29.826	2	1
704	38.079881	-5.618214	638.00	641.65	3.65	8.88	-0.41	14.12	49	153	124	105	0	30.40	9.03	13.08	9.92	4.56	1.846	29.843	2	3
705	38.079768	-5.618140	639.25	641.59	2.34	9.29	-2.37	21.15	0	158	98	98	0	31.99	9.92	9.92	9.92	7.68	1.847	29.858	4	0
706	38.079591	-5.618051	641.50	641.09	-0.41	7.06	-2.37	11.64	27	135	93	117	0	22.75	13.39	9.92	12.07	3.70	1.849	29.879	1	2
707	38.079517	-5.617957	641.75	640.81	-0.94	3.30	-5.93	13.50	33	109	-90	60	0	25.13	25.13	12.07	17.35	3.26	1.850	29.890	1	4
708	38.079477	-5.617812	640.75	640.01	-0.74	0.00	-2.59	14.92	77	90	0	60	0	38.18	26.03	17.35	19.46	2.89	1.851	29.904	1	2
709	38.079477	-5.617642	638.75	639.63	0.88	-0.44	-2.59	42.51	0	87	0	60	0	36.61	27.63	19.46	23.70	7.02	1.852	29.919	1	3
710	38.079494	-5.617158	633.75	638.52	4.77	2.14	-0.53	16.61	40	102	102	0	0	27.59	18.18	23.70	21.22	2.67	1.854	29.961	20	2
711	38.079462	-5.616973	632.75	638.43	5.68	6.98	-0.53	15.43	43	134	123	17	0	28.64	11.45	21.22	15.94	3.05	1.855	29.978	2	4
712	38.079365	-5.616847	633.00	638.35	5.35	8.03	-0.53	36.78	90	143	123	107	0	37.66	10.11	15.94	10.11	11.00	1.855	29.993	24	4
713	38.079099	-5.616597	633.25	638.15	4.90	9.72	-0.53	11.99	45	166	123	108	0	29.26	8.28	10.11	8.28	4.84	1.859	30.030	24	2
714	38.078994	-5.616565	633.75	638.09	4.34	9.94	-0.53	15.85	63	174	123	127	0	34.62	8.06	8.28	8.28	6.89	1.860	30.042	4	0
715	38.078852	-5.616546	634.50	638.01	3.51	9.72	-0.53	23.18	0	194	123	123	0	36.74	8.28	8.28	8.28	10.08	1.862	30.058	4	0
716	38.078649	-5.616608	636.50	637.88	1.38	10.00	-0.53	10.99	42	179	123	128	0	28.12	8.01	8.28	8.28	4.78	1.865	30.081	4	0
717	38.078550	-5.616605	637.25	637.82	0.57	9.57	-0.53	13.68	29	163	123	120	0	23.67	8.42	8.28	8.28	5.95	1.866	30.092	4	0
718	38.078432	-5.616560	637.75	637.75	0.00	6.28	-1.96	12.74	26	129	99	124	0	22.11	14.27	8.28	12.07	4.34	1.868	30.106	1	3
719	38.078360	-5.616447	637.50	637.50	0.00	3.45	-5.20	9.36	40	110	-3	60	0	27.53	27.53	12.07	15.54	2.43	1.869	30.119	1	3
720	38.078331	-5.616347	637.50	637.01	-0.49	2.08	-5.20	11.76	35	102	-93	60	0	25.81	25.81	15.54	18.96	2.45	1.869	30.128	1	2
721	38.078309	-5.616216	637.00	636.40	-0.60	-2.81	-7.45	13.47	30	74	-385	0	0	24.03	24.03	18.96	23.91	2.26	1.870	30.140	10	3
722	38.078343	-5.616069	636.00	635.40	-0.60	-6.03	-9.52	14.80	0	53	-772	0	0	36.58	36.58	23.91	29.84	1.98	1.871	30.153	10	4
723	38.078423	-5.615935	634.00	634.00	0.00	-5.59	-6.87	34.66	0	56	-521	0	0	39.50	39.50	29.84	37.06	3.72	1.871	30.168	10	5
724	38.078597	-5.615608	630.50	631.62	1.12	-3.58	-6.87	17.70	0	69	-427	0	-427	39.50	39.50	37.06	39.50	1.66	1.872	30.203	105	2
725	38.078654	-5.615420	629.50	630.41	0.91	-2.40	-3.45	26.40	88	76	-58	0	-406	36.29	36.29	39.50	36.29	2.60	1.873	30.220	35	1
726	38.078711	-5.615128	628.50	629.50	1.00	1.08	0.00	13.32	39	96	105	0	-2055	27.37	18.33	36.29	26.52	1.63	1.874	30.247	320	4
727	38.078698	-5.614977	628.25	629.50	1.25	4.22	0.00	16.06	36	115	121	0	-1709	26.34	14.14	26.52	22.22	2.39	1.874	30.260	320	4
728	38.078637	-5.614811	628.00	629.50	1.50	8.15	0.00	66.18	0	145	125	101	0	47.36	9.32	22.22	9.32	20.50	1.875	30.276	24	8
729	38.078151	-5.614374	632.00	629.50	-2.50	5.54	0.00	18.64	80	124	125	152	0	39.07	12.49	9.32	12.49	5.95	1.880	30.342	14	2
730	38.078058	-5.614197	632.00	629.50	-2.50	4.69	0.00	34.35	0	118	123	133	0	38.61	13.60	12.49	13.60	9.21	1.882	30.361	14	1
731	38.077913	-5.613851	630.00	629.50	-0.50	8.28	0.00	15.95	48	146	125	106	0	30.23	9.18	13.60	10.09	5.02	1.885	30.395	2	3
732	38.077794	-5.613749	629.50	629.50	0.00	9.14	-3.82	57.97	0	156	93	101	0	29.48	12.64	10.09	12.64	17.01	1.886	30.411	14	2
733	38.077317	-5.613481	628.50	627.29	-1.21	8.07	-3.82	11.29	21	144	80	100	0	19.99	14.06	12.64	13.52	3.04	1.891	30.469	1	1
734	38.077235	-5.613405	628.25	626.85	-1.40	0.78	-7.82	27.01	51	94	-312	0	0	31.19	31.19	13.52	23.75	5.16	1.892	30.480	10	6
735	38.077216	-5.613099	624.75	624.75	0.00	1.61	-6.77	14.52	72	99	-118	0	0	35.53	35.53	23.75	26.18	2.08	1.893	30.507	10	2
736	38.077195	-5.612936	623.25	623.77	0.52	4.63	-2.92	14.85	40	118	59	0	0	27.47	18.16	26.18	24.23	2.13	1.894	30.522	20	2
737	38.077133	-5.612786	622.25	623.34	1.09	7.87	-2.92	15.66	54	142	89	0	0	32.03	12.80	24.23	19.93	2.57	1.894	30.537	20	3
738	38.077022	-5.612676	622.25	622.88	0.63	8.70	0.74	16.20	0	150	131	111	0	41.85	8.18	19.93	13.42	3.56	1.895	30.552	2	4
739	38.076895	-5.612585	623.00	623.00	0.00	8.55	0.81	14.54	60	149	131	111	0	32.59	8.25	13.42	9.21	4.84	1.896	30.569	2	3
740	38.076783	-5.612499	623.50	623.12	-0.38	5.46	-1.87	13.82	29	123	101	127	0	23.34	15.78	9.21	13.00	4.34	1.897	30.583	1	3
741	38.076715	-5.612367	623.50	622.86	-0.64	0.94	-4.62	11.82	27	95	-118	0	0	22.84	22.84	13.00	16.03	2.92	1.898	30.597	10	2
742	38.076705	-5.612233	623.00	622.31	-0.69	-2.80	-4.62	12.71	29	74	-207	0	0	23.36	23.36	16.03	19.35	2.58	1.899	30.609	10	3
743	38.076737	-5.612094	622.00	621.73	-0.27	-6.68	-7.17	10.16	22	48	-346	0	-346	20.62	20.62	19.35	20.62	1.79	1.900	30.622	105	1
744	38.076798	-5.612008	621.00	621.00	0.00	-9.28	-6.64	15.10	37	22	-414	0	0	26.43	26.43	20.62	25.65	2.34	1.900	30.632	10	4
745	38.076924	-5.611944	620.00	620.00	0.00	-9.96	-4.91	15.28	47	5	-332	0	0	29.82	29.82	25.65	28.72	2.02	1.901	30.647	10	3
746	38.077061	-5.611929	619.25	619.25	0.00	-9.64	-7.22	45.60	0	345	-653	0	-653	39.13	39.13	28.72	39.13	4.81	1.902	30.662	105	6
747	38.077456	-5.612067	616.75	615.97	-0.78	-10.00	-9.91	23.88	82	358	-856	0	-1224	36.13	36.13	39.13	36.13	2.36	1.903	30.708	35	1
748	38.077670	-5.612075	614.25	613.61	-0.64	-9.52	-12.00	34.16	77	18	-881	0	-1278	30.26	30.26	36.13	30.26	3.94	1.904	30.732	35	2
749	38.077961	-5.611957	610.25	609.54	-0.71	-7.87	-12.00	15.05	32	38	-715	0	-1330	24.57	24.57	30.26	24.57	2.06	1.905	30.766	35	2
750	38.078067	-5.611852	607.75	607.75	0.00	-3.18	-9.28	30.11	61	71	-627	0	-627	34.10	34.10	24.57	34.10	3.68	1.905	30.781	105	6
751	38.078153	-5.611528	603.75	604.97	1.22	-0.57	-7.39	29.34	82	87	-289	0	0	38.94	38.94	34.10	37.60	2.94	1.906	30.811	10	3
752	38.078168	-5.611195	601.00	602.80	1.80	3.55	-3.41	24.41	0	111	17	0	0	43.02	20.04	37.60	34.30	2.45	1.907	30.840	20	2
753	38.078090	-5.610935	601.00	601.97	0.97	2.98	-3.41	21.24	83	107	10	0	0	36.25	21.35	34.30	32.18	2.31	1.908	30.865	20	2
754	38.078033	-5.610704	601.25	601.25	0.00	-1.10	-6.63	15.12	46	84	-312	0	-641	29.59	29.59	32.18	29.59	1.82	1.908	30.886	35	1
755	38.078048	-5.610533	600.25	600.25	0.00	-3.45	-8.36	30.01	0	70	-570	0	0	37.89	37.89	29.59	36.75	3.24	1.909	30.901	10	5
756	38.078141	-5.610213	597.75	597.75	0.00	-5.19	-8.55	17.61	83	59	-664	0	-664	37.68	37.68	36.75	37.68	1.69	1.910	30.931	105	1
757	38.078223	-5.610042	596.25	596.25	0.00	-6.99	-8.78	40.01	0	46	-738	0	-757	37.42	37.42	37.68	37.42	3.85	1.910	30.949	35	1
758	38.078474	-5.609717	592.75	592.75	0.00	-5.67	-5.68	21.97	77	55	-404	0	-404	38.22	38.22	37.42	38.22	2.08	1.911	30.989	105	1
759	38.078586	-5.609511	590.75	591.50	0.75	-2.01	-5.68	39.74	0	78	-194	0	-194	40.75	40.75	38.22	40.75	3.62	1.912	31.011	105	2
760	38.078658	-5.609068	589.25	589.25	0.00	-4.44	-8.51	35.37	0	64	-631	0	-897	37.72	37.72	40.75	37.72	3.36	1.913	31.050	35	1
761	38.078799	-5.608708	586.25	586.25	0.00	-5.61	-4.57	16.44	53	56	-287	0	-1158	31.76	31.76	37.72	31.76	1.79	1.914	31.086	35	2
762	38.078882	-5.608553	585.50	585.50	0.00	-8.82	-4.29	17.51	34	28	-243	0	-823	25.46	25.46	31.76	25.46	2.37	1.914	31.102	35	2
763	38.079021	-5.608459	584.75	584.75	0.00	-10.00	-4.39	17.12	45	358	-287	0	0	29.11	29.11	25.46	28.52	2.28	1.915	31.120	10	3
764	38.079175	-5.608465	584.00	584.00	0.00	-9.62	-6.97	35.98	0	344	-630	0	0	39.40	39.40	28.52	37.05	3.94	1.916	31.137	10	6
765	38.079486	-5.608577	581.50	581.50	0.00	-10.00	-6.01	25.02	0	360	-548	0	-548	40.41	40.41	37.05	40.41	2.31	1.917	31.173	105	2
766	38.079711	-5.608577	580.00	580.00	0.00	-9.99	-4.35	23.02	0	2	-385	0	-385	42.10	42.10	40.41	42.10	2.00	1.917	31.198	105	1
767	38.079918	-5.608567	579.00	579.00	0.00	-9.84	-5.35	25.08	93	10	-409	0	-1348	34.00	34.00	42.10	34.00	2.52	1.918	31.221	35	3
768	38.080140	-5.608516	577.25	577.66	0.41	-8.80	-2.15	11.99	34	28	-102	0	-1384	25.27	25.27	34.00	25.27	1.52	1.919	31.246	35	3
769	38.080235	-5.608451	576.50	577.40	0.90	-6.26	0.49	13.83	39	51	83	45	0	27.30	24.89	25.27	24.89	1.99	1.919	31.258	204	1
770	38.080313	-5.608328	576.75	577.47	0.72	-3.82	0.49	22.11	67	68	88	25	0	35.61	22.60	24.89	23.64	3.33	1.920	31.272	2	2
771	38.080389	-5.608095	576.75	577.58	0.83	-1.52	2.15	11.72	46	81	114	0	0	80.00	13.65	23.64	21.27	1.89	1.921	31.294	20	2
772	38.080405	-5.607963	577.50	577.83	0.33	1.15	2.37	23.23	53	97	126	40	0	37.71	12.02	21.27	15.59	4.70	1.921	31.306	2	4
773	38.080381	-5.607700	579.00	578.38	-0.62	5.52	-0.73	20.51	37	124	121	103	0	26.66	13.92	15.59	14.25	5.01	1.922	31.329	2	1
774	38.080279	-5.607505	579.75	578.23	-1.52	9.25	-0.73	18.00	43	158	121	103	0	28.64	8.90	14.25	9.85	5.64	1.924	31.349	2	3
775	38.080129	-5.607427	578.75	578.10	-0.65	9.89	-6.34	28.23	0	171	148	160	0	40.06	19.30	9.85	16.85	7.12	1.925	31.367	1	5
776	38.079878	-5.607379	577.50	576.31	-1.19	9.88	-6.34	25.90	0	171	147	160	0	40.06	19.30	16.85	18.44	5.20	1.927	31.396	1	2
777	38.079648	-5.607333	576.25	574.68	-1.57	9.36	-8.62	23.56	81	159	120	150	0	37.60	25.00	18.44	21.88	4.16	1.929	31.421	1	3
778	38.079450	-5.607239	574.00	572.65	-1.35	7.58	-10.89	19.89	0	139	0	48	0	34.97	32.93	21.88	25.50	2.99	1.930	31.445	1	3
779	38.079315	-5.607092	570.50	570.50	0.00	7.61	-7.07	32.15	85	140	38	9	0	31.69	22.50	25.50	23.86	4.75	1.931	31.465	2	2
780	38.079095	-5.606855	564.50	568.23	3.73	9.90	-3.80	13.24	28	172	103	0	-1513	22.97	11.79	23.86	18.58	2.30	1.932	31.497	320	4
781	38.078977	-5.606834	564.25	567.73	3.48	9.75	-3.80	11.85	35	193	101	86	0	25.98	11.94	18.58	16.26	2.48	1.933	31.510	2	2
782	38.078873	-5.606864	565.25	567.28	2.03	8.64	-0.16	18.63	0	210	125	106	0	34.30	9.01	16.26	10.92	5.10	1.933	31.522	2	4
783	38.078728	-5.606971	567.25	567.25	0.00	9.64	0.00	12.21	32	195	125	106	0	24.83	7.88	10.92	7.90	4.78	1.935	31.541	2	2
784	38.078622	-5.607008	567.75	567.25	-0.50	9.75	-3.19	12.53	22	167	99	124	0	20.23	10.69	7.90	10.69	4.75	1.936	31.553	14	2
785	38.078512	-5.606976	567.25	566.85	-0.40	6.59	-8.73	11.00	24	131	-127	0	0	21.50	21.50	10.69	15.12	3.04	1.937	31.565	10	3
786	38.078447	-5.606882	566.50	565.89	-0.61	4.35	-8.73	10.76	38	116	-204	0	0	26.95	26.95	15.12	18.99	2.25	1.938	31.576	10	3
787	38.078405	-5.606772	565.50	564.96	-0.54	1.58	-11.28	13.41	30	99	-496	0	-496	23.64	23.64	18.99	23.64	2.20	1.939	31.587	105	3
788	38.078386	-5.606622	564.00	563.45	-0.55	-3.97	-13.11	18.89	90	67	-916	0	-916	30.67	30.67	23.64	30.67	2.41	1.940	31.601	105	4
789	38.078453	-5.606426	561.00	561.00	0.00	-2.25	-12.72	43.29	0	77	-849	0	-849	31.66	31.66	30.67	31.66	4.93	1.940	31.620	105	1
790	38.078540	-5.605949	553.00	555.54	2.54	-1.45	-11.04	43.80	0	82	-702	0	-702	34.24	34.24	31.66	34.24	4.64	1.942	31.663	105	2
791	38.078597	-5.605458	550.00	550.73	0.73	-3.26	-11.04	15.77	44	71	-704	0	-1416	28.77	28.77	34.24	28.77	1.88	1.943	31.707	35	2
792	38.078643	-5.605289	549.00	549.00	0.00	-7.60	-8.43	15.98	60	41	-661	0	0	33.66	33.66	28.77	33.64	1.84	1.943	31.722	10	3
793	38.078752	-5.605171	546.75	547.66	0.91	-7.60	-5.46	17.70	0	41	-449	0	0	40.97	40.97	33.64	36.51	1.82	1.944	31.738	10	2
794	38.078873	-5.605040	544.25	546.69	2.44	-6.30	-1.94	24.30	0	51	0	0	0	80.00	43.73	36.51	37.03	2.35	1.944	31.756	10	1
795	38.079011	-5.604825	543.25	546.22	2.97	-4.26	-1.94	37.24	0	65	0	0	0	53.33	36.38	37.03	36.98	3.65	1.945	31.780	20	1
796	38.079154	-5.604441	545.50	545.50	0.00	-2.34	-5.39	35.15	0	76	-182	0	0	41.04	41.04	36.98	39.47	3.30	1.946	31.818	10	2
797	38.079228	-5.604052	545.25	543.61	-1.64	-0.92	-2.81	20.53	94	85	0	0	0	42.29	30.77	39.47	38.57	1.91	1.947	31.853	20	1
798	38.079245	-5.603819	542.50	543.03	0.53	2.00	-5.10	36.75	0	102	0	0	0	41.34	32.49	38.57	37.05	3.50	1.948	31.873	20	1
799	38.079179	-5.603409	542.00	541.16	-0.84	1.13	-8.16	32.59	0	96	-243	0	-243	38.11	38.11	37.05	38.11	3.10	1.949	31.910	105	1
800	38.079146	-5.603041	539.50	538.51	-0.99	0.06	-8.16	40.04	0	90	-329	0	-329	38.11	38.11	38.11	38.11	3.78	1.949	31.943	5	0
801	38.079144	-5.602586	535.25	535.25	0.00	-0.78	-9.31	42.68	0	86	-509	0	-596	36.82	36.82	38.11	36.82	4.17	1.950	31.983	35	1
802	38.079174	-5.602103	533.50	531.29	-2.21	-1.53	-9.99	54.86	0	81	-610	0	-763	33.43	33.43	36.82	33.43	5.88	1.952	32.025	35	1
803	38.079249	-5.601488	527.00	525.84	-1.16	1.02	-7.79	10.97	38	96	-310	0	-1419	26.69	26.69	33.43	26.69	1.36	1.953	32.080	35	2
804	38.079239	-5.601364	524.75	524.99	0.24	4.17	-7.79	12.29	25	115	-185	0	-641	21.73	21.73	26.69	21.73	1.96	1.954	32.091	35	2
805	38.079193	-5.601237	523.50	524.04	0.54	8.73	-5.82	17.83	37	151	81	0	0	26.51	17.81	21.73	19.14	3.15	1.954	32.104	20	2
806	38.079053	-5.601138	523.00	523.00	0.00	9.68	-2.55	34.40	0	166	98	84	0	43.85	9.68	19.14	11.06	8.72	1.955	32.121	2	6
807	38.078753	-5.601040	523.75	522.12	-1.63	9.17	-2.55	42.63	0	156	97	94	0	42.78	10.34	11.06	10.34	14.73	1.957	32.156	24	1
808	38.078401	-5.600846	522.50	521.04	-1.46	10.00	-6.36	24.25	59	181	158	166	0	33.55	19.47	10.34	16.62	6.16	1.962	32.198	1	5
809	38.078183	-5.600849	519.50	519.50	0.00	9.36	-4.46	18.51	50	201	98	83	0	30.96	13.83	16.62	14.99	4.27	1.963	32.223	2	2
810	38.078027	-5.600923	517.25	518.68	1.43	7.61	-0.64	14.59	44	220	122	104	0	28.93	10.75	14.99	12.40	3.88	1.964	32.241	2	2
811	38.077927	-5.601031	516.75	518.58	1.83	5.21	-0.64	52.20	0	239	122	132	0	58.38	14.27	12.40	14.27	13.44	1.966	32.256	14	2
812	38.077682	-5.601539	518.25	518.25	0.00	3.82	-2.33	38.36	0	248	53	67	0	44.06	17.53	14.27	16.51	8.76	1.969	32.308	1	2
813	38.077550	-5.601943	520.25	517.36	-2.89	7.19	-2.33	27.16	0	224	94	80	0	44.06	13.09	16.51	14.11	6.56	1.972	32.346	2	2
814	38.077374	-5.602158	516.00	516.73	0.73	5.03	-2.33	51.18	0	240	91	110	0	42.43	17.38	14.11	17.38	11.40	1.974	32.373	14	2
815	38.077142	-5.602662	510.25	515.53	5.28	3.71	-2.33	14.36	66	248	51	48	0	35.38	17.60	17.38	17.38	2.98	1.977	32.425	4	0
816	38.077094	-5.602814	508.50	515.20	6.70	0.91	-2.33	14.71	52	265	15	60	0	31.52	22.55	17.38	18.91	2.90	1.978	32.439	1	1
817	38.077082	-5.602981	508.50	514.86	6.36	-1.80	-0.28	47.61	0	280	87	108	0	80.00	24.19	18.91	21.62	8.34	1.978	32.454	1	2
818	38.077159	-5.603515	513.75	514.73	0.98	-0.87	-0.28	40.77	0	275	92	82	0	38.38	22.56	21.62	21.62	6.79	1.981	32.501	4	0
819	38.077191	-5.603978	515.75	514.61	-1.14	2.06	-2.30	18.29	46	258	25	0	0	29.46	19.75	21.62	20.88	3.11	1.983	32.542	20	1
820	38.077157	-5.604182	515.00	514.19	-0.81	6.56	-6.19	19.33	58	229	28	3	0	33.19	22.44	20.88	20.88	3.33	1.983	32.560	4	0
821	38.077043	-5.604348	513.75	513.00	-0.75	7.61	-6.19	24.25	0	220	46	59	0	40.22	20.15	20.88	20.88	4.18	1.984	32.580	4	0
822	38.076877	-5.604527	511.50	511.50	0.00	7.59	-8.14	15.41	0	221	16	60	0	38.13	25.00	20.88	22.38	2.55	1.985	32.604	1	2
823	38.076772	-5.604641	510.25	510.25	0.00	8.77	-6.17	20.29	82	209	82	8	0	34.72	18.71	22.38	19.87	3.49	1.986	32.619	2	3
824	38.076612	-5.604752	509.00	509.00	0.00	9.62	-5.09	15.13	39	196	109	93	0	27.26	15.32	19.87	18.08	2.90	1.987	32.640	2	2
825	38.076481	-5.604799	509.00	508.23	-0.77	9.63	-7.16	19.29	28	164	151	160	0	23.24	21.94	18.08	19.80	3.62	1.988	32.655	1	2
826	38.076314	-5.604740	507.25	506.85	-0.40	5.41	-7.16	18.93	31	123	-68	60	0	24.35	24.35	19.80	22.87	3.18	1.989	32.674	1	3
827	38.076222	-5.604559	505.50	505.50	0.00	2.41	-8.14	9.25	26	104	-272	0	-360	22.09	22.09	22.87	22.09	1.51	1.990	32.693	35	1
828	38.076202	-5.604457	504.75	504.75	0.00	-1.45	-11.94	13.84	32	82	-645	0	-645	24.67	24.67	22.09	24.67	2.06	1.990	32.702	105	2
829	38.076220	-5.604302	503.50	503.11	-0.39	-5.11	-11.94	13.57	0	59	-914	0	0	33.60	33.60	24.67	31.22	1.74	1.991	32.716	10	4
830	38.076282	-5.604170	501.50	501.50	0.00	-4.43	-8.86	12.08	39	64	-548	0	-1119	27.28	27.28	31.22	27.28	1.55	1.991	32.730	35	2
831	38.076330	-5.604047	500.00	500.43	0.43	0.77	-8.86	12.98	26	94	-368	0	-831	22.35	22.35	27.28	22.35	2.01	1.992	32.742	35	2
832	38.076321	-5.603900	499.25	499.29	0.04	4.85	-5.50	25.42	60	119	15	60	0	33.91	24.86	22.35	23.84	3.94	1.992	32.755	1	2
833	38.076210	-5.603647	499.25	497.89	-1.36	7.27	-5.50	29.05	0	137	48	0	0	40.93	19.01	23.84	20.99	4.70	1.993	32.780	20	2
834	38.076020	-5.603420	500.75	496.30	-4.45	3.59	-5.50	27.58	89	111	0	60	0	40.93	28.50	20.99	24.27	4.36	1.995	32.809	1	3
835	38.075931	-5.603127	498.00	494.78	-3.22	1.96	-5.50	33.96	0	101	0	23	0	40.93	34.34	24.27	27.55	4.67	1.996	32.837	1	2
836	38.075871	-5.602748	492.00	492.92	0.92	0.43	-5.50	20.84	89	92	-145	0	0	31.21	31.21	27.55	29.57	2.62	1.997	32.871	10	2
837	38.075863	-5.602511	488.00	491.77	3.77	5.84	-1.85	13.30	24	126	102	0	-1646	21.46	14.97	29.57	19.74	2.14	1.998	32.892	320	5
838	38.075793	-5.602388	486.50	491.53	5.03	9.10	-3.42	28.09	70	155	93	79	0	32.19	11.89	19.74	14.71	6.01	1.999	32.905	2	4
839	38.075563	-5.602255	489.50	490.57	1.07	9.29	-6.14	9.94	32	158	106	132	0	24.56	18.44	14.71	16.16	2.30	2.000	32.933	1	2
840	38.075480	-5.602213	491.00	489.96	-1.04	4.94	-9.63	15.81	24	120	-254	0	-254	21.33	21.33	16.16	21.33	3.01	2.001	32.943	105	3
841	38.075410	-5.602057	490.00	488.45	-1.55	0.00	-9.63	17.71	30	90	-450	0	-450	23.83	23.83	21.33	23.83	2.73	2.002	32.959	105	2
842	38.075410	-5.601856	486.75	486.75	0.00	-5.86	-8.39	17.49	46	54	-568	0	-568	29.42	29.42	23.83	29.42	2.34	2.002	32.976	105	4
843	38.075502	-5.601695	481.25	485.29	4.04	-6.92	-8.39	34.76	0	46	-654	0	-654	34.02	34.02	29.42	34.02	3.80	2.003	32.994	105	3
844	38.075718	-5.601410	473.25	482.38	9.13	-6.52	-8.39	14.17	40	49	-544	0	-1438	27.60	27.60	34.02	27.60	1.72	2.004	33.029	35	2
845	38.075801	-5.601288	470.50	481.20	10.70	-1.05	-8.39	10.62	22	84	-367	0	-1146	20.65	20.65	27.60	20.65	1.67	2.005	33.043	35	2
846	38.075811	-5.601168	469.75	480.31	10.56	2.29	-8.39	18.45	56	103	-253	0	0	32.57	32.57	20.65	25.49	2.87	2.005	33.053	10	3
847	38.075773	-5.600964	469.75	478.77	9.02	4.44	-8.39	15.81	40	116	-170	0	0	27.43	27.43	25.49	27.43	2.15	2.006	33.072	10	2
848	38.075710	-5.600803	470.50	477.45	6.95	8.46	-8.39	14.35	53	148	62	0	0	31.82	24.93	27.43	26.44	1.93	2.006	33.088	20	1
849	38.075601	-5.600716	472.25	476.25	4.00	8.39	-8.39	20.57	82	147	58	0	0	29.15	24.97	26.44	25.37	2.88	2.007	33.102	20	1
850	38.075446	-5.600589	474.25	474.53	0.28	5.59	-8.39	12.95	25	124	-156	0	-460	21.69	21.69	25.37	21.69	2.11	2.008	33.123	35	2
851	38.075381	-5.600467	474.25	473.44	-0.81	-0.45	-5.93	17.24	38	87	-239	0	0	26.71	26.71	21.69	25.22	2.64	2.008	33.136	10	3
852	38.075388	-5.600271	472.00	472.42	0.42	-1.91	-5.93	11.64	69	79	-263	0	0	36.35	36.35	25.22	27.48	1.58	2.009	33.153	10	2
853	38.075408	-5.600141	470.50	471.73	1.23	-3.71	-2.29	53.94	0	68	0	0	0	44.09	37.18	27.48	29.63	6.76	2.010	33.164	10	2
854	38.075588	-5.599570	470.50	470.50	0.00	-5.19	-0.75	33.36	0	59	4	0	0	80.00	25.00	29.63	29.29	4.16	2.011	33.218	20	1
855	38.075744	-5.599245	470.25	470.25	0.00	-5.56	0.00	16.98	0	56	53	0	0	54.58	25.00	29.29	28.62	2.14	2.013	33.252	20	1
856	38.075829	-5.599084	470.25	470.25	0.00	-7.64	-3.59	31.98	0	40	-251	0	0	36.70	36.70	28.62	32.33	3.77	2.013	33.269	10	3
857	38.076049	-5.598849	470.50	469.10	-1.40	-8.25	-6.62	18.20	45	34	-445	0	-783	29.11	29.11	32.33	29.11	2.22	2.014	33.301	35	1
858	38.076184	-5.598732	470.25	467.90	-2.35	-9.99	-9.27	12.95	28	357	-539	0	-1191	23.20	23.20	29.11	23.20	1.87	2.015	33.319	35	2
859	38.076300	-5.598740	468.50	466.71	-1.79	-9.53	-6.99	21.14	0	342	-631	0	0	39.38	39.38	23.20	29.59	2.87	2.015	33.332	10	4
860	38.076481	-5.598813	464.75	465.23	0.48	-9.52	-6.99	22.68	82	342	-631	0	0	39.38	39.38	29.59	35.05	2.52	2.016	33.353	10	4
861	38.076675	-5.598892	460.75	463.65	2.90	-9.73	-4.86	22.61	87	13	-427	0	0	40.65	40.65	35.05	38.21	2.22	2.017	33.376	10	3
862	38.076873	-5.598833	461.25	462.56	1.31	-9.78	-1.96	53.79	0	12	0	0	0	80.00	56.47	38.21	40.27	4.92	2.017	33.398	10	2
